# mgf_spectrum_id,mgf_inchikey,mgf_smiles,mibig_id,mibig_name,mibig_inchi,mibig_smiles
CCMSLIB00000001552,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O,BGC0001000,Hectochlorin,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O
CCMSLIB00000075331,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000015,amphotericin,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000075331,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000016,Amphotericin B,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000075332,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000015,amphotericin,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000075332,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000016,Amphotericin B,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000077217,FTVWIRXFELQLPI-UHFFFAOYSA-N,O=C1C2=C(C=C(C=C2OC(C1)C3=CC=C(C=C3)O)O)O,BGC0001310,naringenin,FTVWIRXFELQLPI-UHFFFAOYSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
CCMSLIB00000077218,FTVWIRXFELQLPI-UHFFFAOYSA-N,O=C1C2=C(C=C(C=C2OC(C1)C3=CC=C(C=C3)O)O)O,BGC0001310,naringenin,FTVWIRXFELQLPI-UHFFFAOYSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
CCMSLIB00000078898,GGUNGDGGXMHBMJ-UHFFFAOYSA-N,CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[Fe+3][H+],BGC0000901,ferrichrome,GGUNGDGGXMHBMJ-HCMAANCNSA-N,CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[55Fe+3]
CCMSLIB00000081213,JAYJEXYYCNLGOQ-UHFFFAOYSA-N,CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O,BGC0000389,Massetolide A,JAYJEXYYCNLGOQ-FFHBUIIJSA-N,CCCCCCC[C@H](CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O
CCMSLIB00000081265,PIJVFDBKTWXHHD-UHFFFAOYSA-N,CN1C2=CC=C(OC(NC)=O)C=C2C3(C)C1N(C)CC3,BGC0000820,Physostigmine,PIJVFDBKTWXHHD-HIFRSBDPSA-N,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
CCMSLIB00000081266,PIJVFDBKTWXHHD-UHFFFAOYSA-N,OC1=CC=C(NC=C2CCNC(C)=O)C2=C1,BGC0000820,Physostigmine,PIJVFDBKTWXHHD-HIFRSBDPSA-N,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
CCMSLIB00000081270,IXORZMNAPKEEDV-OYEYCCDTSA-N,C=C1C[C@@]23[C@@H](C(O)=O)[C@]4([H])[C@@]5(C)[C@@H](O)C=C[C@@]4(OC5=O)[C@]2([H])CC[C@]1(O)C3,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000081270,IXORZMNAPKEEDV-OYEYCCDTSA-N,C=C1C[C@@]23[C@@H](C(O)=O)[C@]4([H])[C@@]5(C)[C@@H](O)C=C[C@@]4(OC5=O)[C@]2([H])CC[C@]1(O)C3,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000081270,IXORZMNAPKEEDV-OYEYCCDTSA-N,C=C1C[C@@]23[C@@H](C(O)=O)[C@]4([H])[C@@]5(C)[C@@H](O)C=C[C@@]4(OC5=O)[C@]2([H])CC[C@]1(O)C3,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000081287,GAOZTHIDHYLHMS-QPJULDDXSA-N,C[C@@H]([C@H](C(C)C(O)=O)OC)[C@](O1)([H])[C@H](C)[C@@H](O)C[C@]1(O2)CC[C@@]2(C)[C@@](O3)([H])CC[C@@]3(CC)[C@@](O4)([H])[C@@H](C)C[C@]4([H])[C@]5([H])[C@@H](C)C[C@@H](C)[C@](O)(CO)O5,BGC0000100,Monensin,GAOZTHIDHYLHMS-UHFFFAOYSA-N,CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C
CCMSLIB00000081287,GAOZTHIDHYLHMS-QPJULDDXSA-N,C[C@@H]([C@H](C(C)C(O)=O)OC)[C@](O1)([H])[C@H](C)[C@@H](O)C[C@]1(O2)CC[C@@]2(C)[C@@](O3)([H])CC[C@@]3(CC)[C@@](O4)([H])[C@@H](C)C[C@]4([H])[C@]5([H])[C@@H](C)C[C@@H](C)[C@](O)(CO)O5,BGC0001670,monensin,GAOZTHIDHYLHMS-UHFFFAOYSA-N,CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C
CCMSLIB00000081679,NOFOAYPPHIUXJR-APNQCZIXSA-N,OC[C@@]1(O)CC[C@]23[C@](CC[C@]4([H])[C@]2(C)CC[C@@H](O)[C@@]4(C)CO)([H])C[C@@]1(C3)[H],BGC0000676,Aphidicolin,NOFOAYPPHIUXJR-APNQCZIXSA-N,[H][C@]12C[C@]3([H])C[C@]1(CC[C@]3(O)CO)[C@@]1(C)CC[C@@H](O)[C@@](C)(CO)[C@]1([H])CC2
CCMSLIB00000081680,NOFOAYPPHIUXJR-APNQCZIXSA-N,OC[C@@]1(O)CC[C@]23[C@](CC[C@]4([H])[C@]2(C)CC[C@@H](O)[C@@]4(C)CO)([H])C[C@@]1(C3)[H],BGC0000676,Aphidicolin,NOFOAYPPHIUXJR-APNQCZIXSA-N,[H][C@]12C[C@]3([H])C[C@]1(CC[C@]3(O)CO)[C@@]1(C)CC[C@@H](O)[C@@](C)(CO)[C@]1([H])CC2
CCMSLIB00000081752,CEBXXEKPIIDJHL-UHFFFAOYSA-N,CC1=C2C(OC(C3=C2C=C(O)C=C3O)=O)=CC(O)=C1,BGC0000013,alternariol,CEBXXEKPIIDJHL-UHFFFAOYSA-N,CC1=CC(=CC2=C1C3=CC(=CC(=C3C(=O)O2)O)O)O
CCMSLIB00000223877,IUPCWCLVECYZRV-JZMZINANSA-N,CC[C@@H]1[C@H]([C@H]2[C@@](O2)(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)CC=O)C)C)C,BGC0001830,rosamicin,IUPCWCLVECYZRV-JEAVYTLSSA-N,CCC1OC(=O)CC(O)C(C)C(O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)C(CC=O)CC(C)C(=O)\C=C\C2(C)OC2C1C
CCMSLIB00000223993,NHKCCADZVLTPPO-UHFFFAOYSA-N,O=C(CCC(N(O)CCCCCN([H])C(CC1)=O)=O)N([H])CCCCCN(O)C(CCC(N([H])CCCCCN(O)C1=O)=O)=O,BGC0000940,Desferrioxamine E,NHKCCADZVLTPPO-UHFFFAOYSA-N,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O
CCMSLIB00000223993,NHKCCADZVLTPPO-UHFFFAOYSA-N,O=C(CCC(N(O)CCCCCN([H])C(CC1)=O)=O)N([H])CCCCCN(O)C(CCC(N([H])CCCCCN(O)C1=O)=O)=O,BGC0001478,desferrioxamine E,NHKCCADZVLTPPO-UHFFFAOYSA-N,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O
CCMSLIB00000223993,NHKCCADZVLTPPO-UHFFFAOYSA-N,O=C(CCC(N(O)CCCCCN([H])C(CC1)=O)=O)N([H])CCCCCN(O)C(CCC(N([H])CCCCCN(O)C1=O)=O)=O,BGC0001572,desferrioxamine E,NHKCCADZVLTPPO-UHFFFAOYSA-N,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O
CCMSLIB00000223998,APKFDSVGJQXUKY-HXSTXIQVSA-N,C[C@H]([C@@H](O)[C@H]([C@@H](OC(C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C1)=O)C)C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@H](C)O2)C[C@@H]3O[C@@]1(O)C[C@H](O)[C@H]3C(O)=O,BGC0000015,amphotericin,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000223998,APKFDSVGJQXUKY-HXSTXIQVSA-N,C[C@H]([C@@H](O)[C@H]([C@@H](OC(C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C1)=O)C)C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@H](C)O2)C[C@@H]3O[C@@]1(O)C[C@H](O)[C@H]3C(O)=O,BGC0000016,Amphotericin B,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424733,AKNNEGZIBPJZJG-QZTJIDSGSA-N,COC1=C([C@@]([C@@]2([H])C(C=CC(OC)=C3OC)=C3C(O2)=O)([H])N(C)CC4)C4=CC5=C1OCO5,BGC0001325,noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
CCMSLIB00000424771,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1[C@]([C@]2([H])C(C=CC(OC)=C3OC)=C3C(O2)=O)([H])C4=C(OC)C5=C(OCO5)C=C4CC1,BGC0001325,noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
CCMSLIB00000424772,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1[C@]([C@]2([H])C(C=CC(OC)=C3OC)=C3C(O2)=O)([H])C4=C(OC)C5=C(OCO5)C=C4CC1,BGC0001325,noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
CCMSLIB00000424773,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1[C@]([C@]2([H])C(C=CC(OC)=C3OC)=C3C(O2)=O)([H])C4=C(OC)C5=C(OCO5)C=C4CC1,BGC0001325,noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
CCMSLIB00000424790,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(O)=C2C(C(C(C=C(O)C=C3O)=C3C2=O)=O)=C1,BGC0000101,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00000424790,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(O)=C2C(C(C(C=C(O)C=C3O)=C3C2=O)=O)=C1,BGC0001583,emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
CCMSLIB00000424805,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000015,amphotericin,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424805,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000016,Amphotericin B,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424806,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000015,amphotericin,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424806,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000016,Amphotericin B,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424807,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000015,amphotericin,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424807,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000016,Amphotericin B,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424808,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000015,amphotericin,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424808,APKFDSVGJQXUKY-INPOYWNPSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,BGC0000016,Amphotericin B,APKFDSVGJQXUKY-UPWJBAEMSA-N,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
CCMSLIB00000424829,VBYYGSMHUKZIND-UHFFFAOYSA-N,CCCCC(=O)CCCCCCCCCC(C)C1C(C(=O)NC(C(=O)NC(=CC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N(C(C(=O)N2CCCC2C(=O)N1)CC(=O)N)C)C(C)OC)CCC(=O)N)C(C)O)C(C)O)C(C)C)O,BGC0001125,puwainaphycin A,VBYYGSMHUKZIND-NPNGGBIDSA-N,CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
CCMSLIB00000424830,VBYYGSMHUKZIND-UHFFFAOYSA-N,CCCCC(=O)CCCCCCCCCC(C)C1C(C(=O)NC(C(=O)NC(=CC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N(C(C(=O)N2CCCC2C(=O)N1)CC(=O)N)C)C(C)OC)CCC(=O)N)C(C)O)C(C)O)C(C)C)O,BGC0001125,puwainaphycin A,VBYYGSMHUKZIND-NPNGGBIDSA-N,CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
CCMSLIB00000424831,HPIOIUSFXDCSLD-KEVLTHRLSA-N,NC(C[C@H]1C(N2[C@H](C(N[C@@H]([C@@H](O)C(N[C@@H](C(C)C)C(N/C(C(N[C@H](C(N[C@H](C(N[C@@H](CCC(N)=O)C(NCC(N[C@H](C(N1C)=O)[C@@H](OC)C)=O)=O)=O)C(C)C)=O)[C@@H](O)C)=O)=C/C)=O)=O)[C@@H](C)CCCCCCCCCC(CCCC)=O)=O)CCC2)=O)=O,BGC0001125,puwainaphycin B,HPIOIUSFXDCSLD-KEVLTHRLSA-N,CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)C(C)C)[C@H](C)O)C(C)C)O
CCMSLIB00000424832,HPIOIUSFXDCSLD-KEVLTHRLSA-N,NC(C[C@H]1C(N2[C@H](C(N[C@@H]([C@@H](O)C(N[C@@H](C(C)C)C(N/C(C(N[C@H](C(N[C@H](C(N[C@@H](CCC(N)=O)C(NCC(N[C@H](C(N1C)=O)[C@@H](OC)C)=O)=O)=O)C(C)C)=O)[C@@H](O)C)=O)=C/C)=O)=O)[C@@H](C)CCCCCCCCCC(CCCC)=O)=O)CCC2)=O)=O,BGC0001125,puwainaphycin B,HPIOIUSFXDCSLD-KEVLTHRLSA-N,CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)C(C)C)[C@H](C)O)C(C)C)O
