compound_name	class:subclass	as_classes	smiles	inchi_key	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class	npc_superclass	npc_pathway	npc_isglycoside
BGC0000053_elaiophylin	Polyketide:		CC[C@H]1[C@@H](C[C@](O[C@@H]1C)(O)[C@H]([C@H](O)[C@@H]([C@H]2OC(=O)/C=C/C=C/[C@@H]([C@H](OC(=O)/C=C/C=C/[C@@H]2C)[C@H]([C@@H](O)[C@@H]([C@@]3(O[C@@H]([C@H]([C@@H](C3)O[C@@H]4O[C@H]([C@H]([C@H](C4)O)O)C)CC)C)O)C)C)C)C)C)O[C@@H]5O[C@H]([C@H]([C@H](C5)O)O)C	OSERMIPXNLXAPD-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Polyene macrolides	Macrolides	Polyketides	1
BGC0000054_erythromycin	Polyketide:	T1PKS	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O	ULGZDMOVFRHVEP-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Erythromycins	Macrolides	Polyketides	1
BGC0000055_erythromycin A	Polyketide:Macrolide,Saccharide:hybrid/tailoring	T1PKS	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O	ULGZDMOVFRHVEP-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Erythromycins	Macrolides	Polyketides	1
BGC0000055_erythromycin B	Polyketide:Macrolide,Saccharide:hybrid/tailoring	T1PKS	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C	IDRYSCOQVVUBIJ-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Erythromycins	Macrolides	Polyketides	1
BGC0000055_erythromycin C	Polyketide:Macrolide,Saccharide:hybrid/tailoring	T1PKS	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	MWFRKHPRXPSWNT-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Erythromycins	Macrolides	Polyketides	1
BGC0000055_erythromycin D	Polyketide:Macrolide,Saccharide:hybrid/tailoring	T1PKS	CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)C	CLQUUOKNEOQBSW-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Erythromycins	Macrolides	Polyketides	1
BGC0000056_esperamicin	Polyketide:	T1PKS	CC1C(C(C(C(O1)OC2C#C/C=C/C#CC\3(C(C(=O)C(=C2/C3=C/CSSSC)NC(=O)OC)OC4CC(C(C(O4)C)O)OC(=O)C5=CC(=C(C=C5NC(=O)C(=C)OC)OC)OC)O)OC6CC(C(CO6)NC(C)C)OC)O)NOC7CC(C(C(O7)C)SC)O	LJQQFQHBKUKHIS-UHFFFAOYSA-N	Organic compounds	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Acylaminobenzoic acid and derivatives	Enediynes	Macrolides	Polyketides	1
BGC0000057_F9775A	Polyketide:Other	T1PKS	CC1=CC2=C(C(=C1)O)OC3=C(O2)C4(C5C(=CC(=O)C5(C(=O)C4=C(C3=O)O)O)C)C	KEHZWGZVOZXIKE-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzodioxins	Benzo-p-dioxins	Benzo-p-dioxins	Depsidones	Aromatic polyketides	Polyketides	0
BGC0000057_F9775B	Polyketide:Other	T1PKS	CC1=CC2=C(C(=C1)O)OC3=C(O2)C(=O)C(=C4C3(C5C(=CC(=O)C5(C4=O)O)C)C)O	ZFYMCYAXXOXUHT-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzodioxins	Benzo-p-dioxins	Benzo-p-dioxins	Depsidones	Aromatic polyketides	Polyketides	0
BGC0000057_orsellinic acid	Polyketide:Other	T1PKS	CC1=CC(=CC(=C1C(=O)O)O)O	AMKYESDOVDKZKV-UHFFFAOYSA-N	Organic compounds	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Simple phenolic acids	Phenolic acids (C6-C1)	Shikimates and Phenylpropanoids	0
BGC0000058_FD-891	Polyketide:	T1PKS	[H][C@]12O[C@@H]1[C@H](O)[C@H](C)\C=C(/C)\C=C(C)\C(=O)O[C@@]([H])(C\C=C\C=C\C[C@H]2O)[C@@H](C)CCC(O)C(C)C(O)C(C)C(C)OC	VOLRALTUADVHPT-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Polyene macrolides	Macrolides	Polyketides	0
BGC0000059_filipin	Polyketide:	T1PKS	CCCCC[C@H]([C@@H]1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H](/C(=C/C=C/C=C/C=C/C=C/[C@@H]([C@H](OC1=O)C)O)/C)O)O)O)O)O)O)O)O	IMQSIXYSKPIGPD-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Polyene macrolides	Macrolides	Polyketides	0
BGC0000060_fostriecin	Polyketide:	T1PKS	C[C@@](/C=C/[C@@H]1CC=CC(=O)O1)([C@@H](C[C@H](/C=C\C=C/C=C/CO)O)OP(=O)(O)O)O	ZMQRJWIYMXZORG-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyrans	Pyranones and derivatives	Dihydropyranones	Phoslactomycins or Phosphazomycins	Linear polyketides	Polyketides	0
BGC0000061_C06690	Polyketide:	T1PKS,NRPS-like	C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C2)C)C(C)CC(C)C(CC(=O)C4=CC=C(C=C4)N)O)O)O)O)O)O)C(=O)O)O)N)O	YKSVGLFNJPQDJE-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Polyene macrolides	Macrolides	Polyketides	1
BGC0000061_FR-008-III	Polyketide:	T1PKS,NRPS-like	C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC/2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(/C=C\C=C/C=C\C=C/C=C\C=C/C=C2)C)C(C)CC(C)C(CC(=O)C4=CC=C(C=C4)N)O)O)O)O)O)O)C(=O)O)O)N)O	YKSVGLFNJPQDJE-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Polyene macrolides	Macrolides	Polyketides	1
BGC0000061_UNII-AP5PEF5W7U	Polyketide:	T1PKS,NRPS-like	C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@@H]([C@@H]([C@H](CC(=O)CCC[C@H](CCCC(=O)CC(CC(=O)CC(=O)O[C@@H]1[C@@H](C)C[C@H](C)[C@H](CC(=O)C2=CC=C(C=C2)N)O)O)O)O)C(=O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	VQDWZFHLSMGXRI-UHFFFAOYSA-N						Polyene macrolides	Macrolides	Polyketides	1
BGC0000061_candicidin A	Polyketide:	T1PKS,NRPS-like	C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(C=CC=CC=CC=CC=CC=CC=C2)C)C(C)CC(C)C(CC(=O)C4=CC=C(C=C4)N)O)O)O)O)O)O)C(=O)O)O)N)O	YKSVGLFNJPQDJE-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Polyene macrolides	Macrolides	Polyketides	1
BGC0000061_levorin A3	Polyketide:	T1PKS,NRPS-like	C[C@H]1/C=C/C=C/C=C\C=C/C=C/C=C/C=C/[C@@H](C[C@@H]([C@@H]([C@H](CC(=O)C[C@H](C[C@H](C[C@H](CC(=O)CCCC(CC(=O)O[C@@H]1[C@@H](C)C[C@H](C)[C@H](CC(=O)C2=CC=C(C=C2)N)O)O)O)O)O)O)C(=O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	BVEQUWMYNKLPDF-UHFFFAOYSA-N						Polyene macrolides	Macrolides	Polyketides	1
BGC0000062_fumonisin B1	Polyketide:	T1PKS,NRPS	CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(O)=O)C(O)=O	UVBUBMSSQKOIBE-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Fumonisins	Fumonisins	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000063_fumonisin	Polyketide:	T1PKS,NRPS	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O	UVBUBMSSQKOIBE-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Fumonisins	Fumonisins	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000064_fusarin	Polyketide:	NRPS,T1PKS	C/C=C(/C)\C=C(/C)\C=C(/C)\C=C\C=C(/C)\C(=O)[C@@]12[C@@H](O1)[C@](NC2=O)(CCO)O	RCJADKVBRBVIEX-UHFFFAOYSA-N						Simple tetramate alkaloids	Tetramate alkaloids	Alkaloids	0
BGC0000065_rustmicin	Polyketide:Macrolide	PKS-like	CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@](O)(CO)C\C(OC)=C\[C@@H](C)CC(=C)\C=C1/C	WOFFENQLRMDHKE-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Erythromycins	Macrolides	Polyketides	0
BGC0000066_geldanamycin	Polyketide:	T1PKS,NRPS-like	CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](CC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O	QSAMODLUYGNFJU-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000067_geldanamycin	Polyketide:	T1PKS,NRPS-like	C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC	QTQAWLPCGQOSGP-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000068_geldanamycin	Polyketide:	T1PKS	C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC	QTQAWLPCGQOSGP-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000069_gephyronic acid	Polyketide:	T1PKS	CO[C@@H]([C@H](C)[C@@H](O)CC(O)=O)C(C)(C)C(=O)[C@@H](C)C[C@H](C)[C@H](O)[C@@]1(C)O[C@@H]1[C@@H](C)C=C(C)C	QQRFTCUQLLWQEO-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0000070_4-desmethylgriseofulvin	Polyketide:Polyphenol	T1PKS	C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3O)OC)Cl)OC	KTICLSBYPHKDMM-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzofurans		Benzofurans	Griseofulvins	Aromatic polyketides	Polyketides	0
BGC0000070_dehydrogriseofulvin	Polyketide:Polyphenol	T1PKS	CC1=CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC	ISLYVROQSJYFAZ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzofurans		Benzofurans	Griseofulvins	Aromatic polyketides	Polyketides	0
BGC0000070_epidechlorogriseofulvin	Polyketide:Polyphenol	T1PKS	COC1=CC(OC)=C2C(OC3(C(C)CC(=O)C=C3OC)C2=O)=C1	QPCYNIYZPDJCMB-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzofurans		Benzofurans	Griseofulvins	Aromatic polyketides	Polyketides	0
BGC0000070_griseofulvin	Polyketide:Polyphenol	T1PKS	COC1=CC(OC)=C(Cl)C2=C1C(=O)C1(O2)[C@H](C)CC(=O)C=C1OC	DDUHZTYCFQRHIY-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzofurans		Benzofurans	Griseofulvins; Zearalenones	Macrolides; Aromatic polyketides	Polyketides	0
BGC0000070_griseoxanthone B	Polyketide:Polyphenol	T1PKS	CC1=CC(=CC2=C1C(=O)C3=C(O2)C(=C(C=C3O)OC)C)O	DZTPHWBIDKFBTR-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Xanthones	Methyl xanthones	Xanthones	Polyketides	0
BGC0000070_norlichexanthone	Polyketide:Polyphenol	T1PKS	CC1=CC(=CC2=C1C(=O)C3=C(C=C(C=C3O2)O)O)O	AQZHBCDRWFMXIN-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Xanthones	Methyl xanthones	Xanthones	Polyketides	0
BGC0000072_gulmirecin A	Polyketide:Macrolide	T1PKS	CC=C(C)C1CC=C(C)C(OC2OC(CO)C(O)C2O)C(OC(=O)CC(C)C)C(=O)CC(O)C(C)C(=O)O1	BJWRCLLKJSLIRN-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Macrolide lactones	Macrolides	Polyketides	1
BGC0000073_halstoctacosanolide A	Polyketide:	T1PKS	CCC(O)C(C)C(O)CC(O)C(O)\C=C(/C)CC(C)C1CC(O)C(C)\C=C\C=C\CC(C)C(=O)CC2CCC(C)C(O)(C\C=C(\C)/C=C(C)/C(O)C(=O)\C=C(C)\C(=O)O1)O2	GQHNSYURZJAIPC-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Polyene macrolides	Macrolides	Polyketides	1
BGC0000074_herbimycin A	Polyketide:	T1PKS,NRPS-like	CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1OC)C2=O	MCAHMSDENAOJFZ-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000075_hygrocin A	Polyketide:	T1PKS,NRPS-like	CCC1CCC(=O)C2=C(O)C(C)=CC3=C2C(=O)C=C(NC(=O)C\C=C(C)\C(=O)O[C@@H](C)[C@@H](O)\C=C\1)C3=O	ZLKHATAJGWAFJX-UHFFFAOYSA-N	Organic compounds	Benzenoids	Naphthalenes	Naphthoquinones	Naphthoquinones	Ansa macrolides	Macrolides	Polyketides	0
BGC0000075_hygrocin B	Polyketide:	T1PKS,NRPS-like	CCC1CCC(=O)C2=C(O)C(C)=CC3=C2C(=O)C2=C(NC(=O)C=C[C@]2(C)C(=O)O[C@@H](C)[C@@H](O)\C=C\1)C3=O	YCXQGZJYZGFQSB-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000076_hypothemycin	Polyketide:	T1PKS	CC1C/C=C\C(=O)C2C(O2)CC([C@H](C3=CC(=CC(=C3C(=O)O1)O)OC)O)O	HDZUUVQEDFZKAX-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues	Zearalenones	Zearalenones	Zearalenones	Macrolides	Polyketides	0
BGC0000077_hypothemycin	Polyketide:	T1PKS	CC1C/C=C\C(=O)C2C(O2)CC([C@H](C3=CC(=CC(=C3C(=O)O1)O)OC)O)O	HDZUUVQEDFZKAX-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues	Zearalenones	Zearalenones	Zearalenones	Macrolides	Polyketides	0
BGC0000078_incednine	Polyketide:	T1PKS,oligosaccharide	CN[C@H]1CC[C@H](O[C@@H]2CO[C@@H](O[C@H]3\C=C/C=C/C(/C)=C/C=C/C(/C)=C/C[C@H](C)NC(=O)\C(OC)=C\C(\C)=C\C=C\C=C\[C@@]3(C)O)[C@H](NC)[C@H]2O)O[C@@H]1C	VTEKRFJHUHAGJO-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Macrolide lactams	Macrolides	Amino acids and Peptides; Polyketides	1
BGC0000079_X-14547	Polyketide:	T1PKS	CC[C@H]1CC[C@@H]2[C@@H]1C=C[C@H]([C@H]2C(=O)C3=CC=CN3)/C=C/C=C(\CC)/[C@H]4[C@H](CC[C@@H](O4)[C@@H](C)C(=O)O)C	BAIPOTOKPGDCHA-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Aryl alkyl ketones	Polyether ionophores	Polyethers	Polyketides	0
BGC0000080_jerangolid A	Polyketide:	T1PKS	CC[C@H]1O[C@H](CC=C1C)C(\C)=C\[C@H](C)\C=C\[C@H]1CC(OC)=C(CO)C(=O)O1	MEBIEOPXFPLSPF-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyrans	Pyranones and derivatives	Dihydropyranones			Polyketides	0
BGC0000080_jerangolid D	Polyketide:	T1PKS	CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2CC(=C(C(=O)O2)C)OC)/C)C	OPNOLPXASWDPNP-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyrans	Pyranones and derivatives	Dihydropyranones			Polyketides; Terpenoids	0
BGC0000081_kedarcidin	Polyketide:Enediyine	T1PKS,arylpolyene,NRPS,other	CC1C(C(CC(O1)OC\2COC(=O)C(CC3=NC(=C(C=C3)OC4C=C5C#C/C2=C\C#CC6C5(C4OC7CC(C(C(O7)C)O)(C)O)O6)Cl)NC(=O)C8=C(C=C9C=C(C(=C(C9=C8)OC)OC)OC(C)C)O)O)N(C)C	GFTRTMUGNRZABD-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Aminoglycosides	Cyclic peptides; Enediynes; Pyridine alkaloids	Macrolides; Oligopeptides; Nicotinic acid alkaloids	Alkaloids; Amino acids and Peptides; Polyketides	1
BGC0000082_kijanimicin	Polyketide:	T1PKS,oligosaccharide	C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]3([C@@H](C=C2)/C(=C\C[C@@H](/C(=C/[C@@H]4C=C([C@@H](C[C@@]45C(=O)C(=C(O5)O)C3=O)C)CO)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O[C@H]7C[C@H]([C@H]([C@@H](O7)C)O)O[C@H]8C[C@H]([C@H]([C@@H](O8)C)O[C@@H]9C[C@H]([C@H]([C@@H](O9)C)OC)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)O)C	HWLALZIEGGFXKV-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Terpene glycosides	Spirotetronate macrolides	Macrolides	Polyketides	1
BGC0000083_17-hydroxy-8-desmethoxy-isomigrastatin	Polyketide:Macrolide	transAT-PKS	C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\C[C@@H](O)[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1	IVFXTQLBVDABOI-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000083_8,9-dihydrolactimidomycin	Polyketide:Macrolide	transAT-PKS	C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\CC[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1	JMMMWKAJHBCSAV-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000083_8-hydroxy-8,9-dihydrolactidomycin	Polyketide:Macrolide	transAT-PKS	C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\[C@@H](O)C[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1	JFGZTRUDLAEIRJ-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000083_lactimidomycin	Polyketide:Macrolide	transAT-PKS	C[C@@H](\C=C(/C)C1OC(=O)\C=C\CC\C=C\C=C/[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1	OYOKHBHOTQDIPM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Piperidine alkaloids	Lysine alkaloids	Alkaloids	0
BGC0000084_laidlomycin	Polyketide:	T1PKS	CCC(=O)OC(C(C)C1OC2(CCC(C)(O2)C2CCC(C)(O2)C2OC(CC2C)C2OC(O)(CO)C(C)CC2C)CC(O)C1C)C(C)C(O)=O	ZNBNBTIDJSKEAM-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Heterocyclic fatty acids	Polyether ionophores	Polyethers	Polyketides	1
BGC0000085_lankamycin	Polyketide:	T1PKS	[H][C@@]1(OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](OC(C)=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](OC)[C@H]2O)[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C)[C@@H](C)[C@H](C)O	JQMACDQCTNFQMM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Erythromycins	Macrolides	Polyketides	1
BGC0000086_lasalocid	Polyketide:	T1PKS	CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]	RDHDUYAKDYQPEW-UHFFFAOYSA-M	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Diterpene glycosides	Open-chain polyketides; Polyether ionophores	Polyethers; Linear polyketides	Polyketides	0
BGC0000087_lasalocid	Polyketide:	T1PKS	CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]	RDHDUYAKDYQPEW-UHFFFAOYSA-M	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Diterpene glycosides	Open-chain polyketides; Polyether ionophores	Polyethers; Linear polyketides	Polyketides	0
BGC0000088_monacolin K	Polyketide:	T1PKS	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC	PCZOHLXUXFIOCF-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Lactones	Delta valerolactones	Delta valerolactones	Monacolins and Monacolin derivatives	Cyclic polyketides	Polyketides	0
BGC0000090_macbecin	Polyketide:Ansamycin	T1PKS,NRPS-like	CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\C(C)=C\C=C/[C@@H](C)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1OC)C2=O	PLTGBUPHJAKFMA-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000090_macbecin II	Polyketide:Ansamycin	T1PKS,NRPS-like	COC1CC(C)C(OC)C2=C(O)C(NC(=O)\C(C)=C/C=C\C(C)C(OC(N)=O)\C(C)=C/C(C)C1OC)=CC(O)=C2	SVSFCSOFEPJFSF-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
BGC0000091_marineosin A	Polyketide:	T1PKS,NRPS-like	[H][C@]12C[C@H](C)O[C@]3(N=C(C[C@H]3OC)C3=CC=CN3)[C@]1([H])C1=CC=C(CCCCCCC2)N1	JPTGQNMDWMSVSF-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Oxanes		Oxanes			Alkaloids	0
BGC0000091_marineosin B	Polyketide:	T1PKS,NRPS-like	COC1CC(=NC11OC(C)CC2CCCCCCCC3=CC=C(N3)C12)C1=CC=CN1	JPTGQNMDWMSVSF-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Oxanes		Oxanes			Alkaloids	0
